disease,model,run,llm_n,overlap_panther,overlap_enrichr,overlap_gprofiler,overlap_union,union_size,jaccard_union,recall_union
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run018,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run018,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run018,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run019,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run019,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run019,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run019,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run019,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run019,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run020,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run020,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run020,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run020,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run020,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run020,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run021,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run021,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run021,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run021,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run021,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run021,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run022,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run022,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run022,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run022,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run022,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run022,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run023,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run023,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run023,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run023,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run023,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run023,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run024,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run024,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run024,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run024,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run024,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run024,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run025,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run025,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run025,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run025,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run025,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run025,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run026,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run026,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run026,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run026,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run026,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run026,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run027,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run027,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run027,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run027,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run027,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run027,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run028,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run028,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run028,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run028,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run028,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run028,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run029,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run029,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run029,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run029,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run029,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run029,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run030,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run030,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run030,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run030,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run030,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run030,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run031,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run031,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run031,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run031,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run031,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run031,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run032,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run032,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run032,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run032,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run032,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run032,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run033,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run033,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run033,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run033,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run033,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run033,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run034,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run034,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run034,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run034,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run034,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run034,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run035,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run035,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run035,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run035,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run035,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run035,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run036,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run036,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run036,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run036,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run036,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run036,10,0,0,0,0,23,0.000,0.000
